2023-03-30 02:12 http: 	GET /users/save/toni2 500: 16- 14.234 ms - API Server
2023-03-30 02:42 http: 	GET /users/save/toni2 500: 16- 13.121 ms - API Server
2023-03-30 02:45 http: 	GET /users/save/toni2 500: 16- 13.168 ms - API Server
2023-03-30 02:46 http: 	GET /users/save/toni2 500: 16- 13.572 ms - API Server
2023-03-30 02:47 http: 	GET /users/save/toni2 500: 16- 12.425 ms - API Server
2023-03-30 02:48 http: 	GET /users/save/toni2 500: 16- 14.315 ms - API Server
2023-03-30 02:48 http: 	GET /users/save/toni2 500: 16- 14.885 ms - API Server
2023-03-30 02:50 http: 	GET /users/save/toni2 500: 16- 14.026 ms - API Server
2023-03-30 02:50 http: 	GET /users/save/toni2 500: 16- 13.197 ms - API Server
2023-03-30 02:50 http: 	GET /users/save/toni2 500: 16- 3.565 ms - API Server
2023-03-30 02:50 http: 	GET /users/save/toni2 500: 16- 3.143 ms - API Server
2023-03-30 02:50 http: 	GET /users/save/toni2fsed 200: 73- 13.260 ms - API Server
2023-03-30 02:51 http: 	GET /users/save/toni2fsed 500: 20- 13.417 ms - API Server
2023-03-30 02:53 http: 	GET /users/save/toni2fsed 500: 20- 13.019 ms - API Server
2023-03-30 02:54 http: 	GET /users/save/toni2fse 200: 72- 12.683 ms - API Server
2023-03-30 02:54 http: 	GET /users/save/toni2fseefsd 200: 76- 4.504 ms - API Server
2023-03-30 02:54 http: 	GET /users/save/toni2fseefsdfsda 200: 80- 4.898 ms - API Server
2023-03-30 02:57 http: 	GET /users/save/ 404: 150- 2.694 ms - API Server
2023-03-30 02:58 http: 	GET /users/save/fgdg 200: 36- 21.527 ms - API Server
2023-03-30 02:58 http: 	GET /users/save/fgdgd 200: 36- 5.925 ms - API Server
2023-03-30 03:01 http: 	GET /users/save/fgdgdsfd 200: 36- 19.732 ms - API Server
2023-03-30 03:06 http: 	GET /users/save/toni 200: 36- 20.221 ms - API Server
2023-03-30 03:12 http: 	GET /users/save/hola 200: 36- 5.656 ms - API Server
2023-03-30 03:13 http: 	GET /users/save/gfd 200: 36- 7.067 ms - API Server
2023-03-30 03:13 http: 	GET /users/save/fsd 200: 36- 6.769 ms - API Server
2023-03-30 03:22 http: 	GET /users/save/fsda 200: 36- 4.557 ms - API Server
2023-03-30 03:22 http: 	GET /users/save/fsda 500: -- 3.128 ms - API Server
2023-03-30 03:22 http: 	GET /users/save/fsda 500: -- 3.143 ms - API Server
2023-03-30 03:22 http: 	GET /users/save/fsda 500: -- 3.160 ms - API Server
2023-03-30 03:23 http: 	GET /users/save/hola 200: 36- 19.834 ms - API Server
2023-03-30 03:23 http: 	GET /users/save/hola 204: -- 3.678 ms - API Server
2023-03-30 03:27 http: 	GET /users/save/hola 204: -- 2.803 ms - API Server
2023-03-30 03:28 http: 	GET /users/save/hola 204: -- 2.845 ms - API Server
2023-03-30 03:30 http: 	GET /users/save/hola 204: -- 12.097 ms - API Server
2023-03-30 03:31 http: 	GET /users/save/hola 204: -- 4.728 ms - API Server
2023-03-30 03:32 http: 	GET /users/save/hola 204: -- 3.113 ms - API Server
2023-03-30 03:32 http: 	GET /users/save/hola 204: -- 2.565 ms - API Server
2023-03-30 03:32 http: 	GET /users/save/hola 204: -- 2.243 ms - API Server
2023-03-30 03:34 http: 	GET /users/save/hola 204: -- 14.868 ms - API Server
2023-03-30 03:34 http: 	GET /users/save/hola 204: -- 14.568 ms - API Server
2023-03-30 03:34 http: 	GET /users/save/hola 204: -- 7.045 ms - API Server
2023-03-30 03:35 http: 	GET /users/save/hola 204: -- 4.598 ms - API Server
2023-03-30 03:35 http: 	GET /users/save/hola 204: -- 3.924 ms - API Server
2023-03-30 03:37 http: 	GET /users/save/hola 204: -- 12.983 ms - API Server
2023-03-30 03:37 http: 	GET /users/save/holaf 200: 93- 13.908 ms - API Server
2023-03-30 03:41 http: 	GET /users/save/hola 204: -- 12.122 ms - API Server
2023-03-30 03:43 http: 	GET /users/save/hola 204: -- 3.580 ms - API Server
2023-03-30 03:43 http: 	GET /users/save/hola 204: -- 2.806 ms - API Server
2023-03-30 03:44 http: 	GET /users/save/hola 204: -- 2.631 ms - API Server
2023-03-30 03:44 http: 	GET /users/save/hola 204: -- 2.278 ms - API Server
2023-03-30 03:45 http: 	GET /users/save/hola 204: -- 2.072 ms - API Server
2023-03-30 03:46 http: 	GET /users/save/hola 204: -- 2.609 ms - API Server
2023-03-30 03:47 http: 	GET /users/save/hola 204: -- 3.235 ms - API Server
2023-03-30 03:48 http: 	GET /users/save/hola 204: -- 4.616 ms - API Server
2023-03-30 03:49 http: 	GET /users/save/hola 204: -- 2.401 ms - API Server
2023-03-30 03:49 http: 	GET /users/save/hola 204: -- 2.270 ms - API Server
2023-03-30 03:50 http: 	GET /users/save/hola 204: -- 2.277 ms - API Server
2023-03-30 03:50 http: 	GET /users/save/holaa 200: 93- 11.259 ms - API Server
2023-03-30 04:04 http: 	OPTIONS /getByToken 404: 153- 3.570 ms - API Server
2023-03-30 04:04 http: 	OPTIONS /getByToken 404: 153- 4.076 ms - API Server
2023-03-30 04:06 http: 	OPTIONS /getByToken 404: 153- 1.519 ms - API Server
2023-03-30 04:06 http: 	OPTIONS /getByToken 404: 153- 0.499 ms - API Server
